"Tree","Transition","Observed","CI_Lower","CI_Upper","Significance"
"Tree_409","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_409","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_410","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_410","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_411","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_411","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_412","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_412","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_413","wastewater_to_clinics",27,19,30,"Within 95% CI"
"Tree_413","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_414","wastewater_to_clinics",24,19,29,"Within 95% CI"
"Tree_414","clinics_to_wastewater",23,19,30,"Within 95% CI"
"Tree_415","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_415","clinics_to_wastewater",24,20,31,"Within 95% CI"
"Tree_416","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_416","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_417","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_417","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_418","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_418","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_419","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_419","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_420","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_420","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_421","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_421","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_422","wastewater_to_clinics",23,20,29,"Within 95% CI"
"Tree_422","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_423","wastewater_to_clinics",26,19,29.025,"Within 95% CI"
"Tree_423","clinics_to_wastewater",25,19,30,"Within 95% CI"
"Tree_424","wastewater_to_clinics",23,20,29,"Within 95% CI"
"Tree_424","clinics_to_wastewater",22,20,29,"Within 95% CI"
"Tree_425","wastewater_to_clinics",21,19,30,"Within 95% CI"
"Tree_425","clinics_to_wastewater",21,19,30,"Within 95% CI"
"Tree_426","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_426","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_427","wastewater_to_clinics",23,19,30,"Within 95% CI"
"Tree_427","clinics_to_wastewater",22,19,30,"Within 95% CI"
"Tree_428","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_428","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_429","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_429","clinics_to_wastewater",24,19,29.025,"Within 95% CI"
"Tree_430","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_430","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_431","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_431","clinics_to_wastewater",22,19,30,"Within 95% CI"
"Tree_432","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_432","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_433","wastewater_to_clinics",25,19.975,30,"Within 95% CI"
"Tree_433","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_434","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_434","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_435","wastewater_to_clinics",24,20,29.025,"Within 95% CI"
"Tree_435","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_436","wastewater_to_clinics",21,19,29,"Within 95% CI"
"Tree_436","clinics_to_wastewater",20,19,29,"Within 95% CI"
"Tree_437","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_437","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_438","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_438","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_439","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_439","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_440","wastewater_to_clinics",27,20,29.025,"Within 95% CI"
"Tree_440","clinics_to_wastewater",26,20,29.025,"Within 95% CI"
"Tree_441","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_441","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_442","wastewater_to_clinics",24,20,29.025,"Within 95% CI"
"Tree_442","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_443","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_443","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_444","wastewater_to_clinics",25,21,30,"Within 95% CI"
"Tree_444","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_445","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_445","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_446","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_446","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_447","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_447","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_448","wastewater_to_clinics",23,19,30,"Within 95% CI"
"Tree_448","clinics_to_wastewater",22,19,30,"Within 95% CI"
"Tree_449","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_449","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_450","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_450","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_451","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_451","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_452","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_452","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_453","wastewater_to_clinics",25,20,31,"Within 95% CI"
"Tree_453","clinics_to_wastewater",24,20,30.025,"Within 95% CI"
"Tree_454","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_454","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_455","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_455","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_456","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_456","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_457","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_457","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_458","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_458","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_459","wastewater_to_clinics",29,20,30,"Within 95% CI"
"Tree_459","clinics_to_wastewater",28,20,30,"Within 95% CI"
"Tree_460","wastewater_to_clinics",24,19,29,"Within 95% CI"
"Tree_460","clinics_to_wastewater",23,19.975,30,"Within 95% CI"
"Tree_461","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_461","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_462","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_462","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_463","wastewater_to_clinics",24,19.975,29,"Within 95% CI"
"Tree_463","clinics_to_wastewater",23,19,30,"Within 95% CI"
"Tree_464","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_464","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_465","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_465","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_466","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_466","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_467","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_467","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_468","wastewater_to_clinics",27,19,30,"Within 95% CI"
"Tree_468","clinics_to_wastewater",26,19.975,30,"Within 95% CI"
"Tree_469","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_469","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_470","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_470","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_471","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_471","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_472","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_472","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_473","wastewater_to_clinics",24,20,29.025,"Within 95% CI"
"Tree_473","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_474","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_474","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_475","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_475","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_476","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_476","clinics_to_wastewater",24,19.975,30,"Within 95% CI"
"Tree_477","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_477","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_478","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_478","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_479","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_479","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_480","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_480","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_481","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_481","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_482","wastewater_to_clinics",24,19,29,"Within 95% CI"
"Tree_482","clinics_to_wastewater",23,19,29,"Within 95% CI"
"Tree_483","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_483","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_484","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_484","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_485","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_485","clinics_to_wastewater",26,20,31,"Within 95% CI"
"Tree_486","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_486","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_487","wastewater_to_clinics",26,19.975,30,"Within 95% CI"
"Tree_487","clinics_to_wastewater",25,19.975,30,"Within 95% CI"
"Tree_488","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_488","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_489","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_489","clinics_to_wastewater",24,20,29,"Within 95% CI"
"Tree_490","wastewater_to_clinics",29,20,30,"Within 95% CI"
"Tree_490","clinics_to_wastewater",28,20,30,"Within 95% CI"
"Tree_491","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_491","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_492","wastewater_to_clinics",23,20,29,"Within 95% CI"
"Tree_492","clinics_to_wastewater",22,20,29,"Within 95% CI"
"Tree_493","wastewater_to_clinics",23,19,30,"Within 95% CI"
"Tree_493","clinics_to_wastewater",22,19,30,"Within 95% CI"
"Tree_494","wastewater_to_clinics",22,19,29,"Within 95% CI"
"Tree_494","clinics_to_wastewater",21,19,29,"Within 95% CI"
"Tree_495","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_495","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_496","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_496","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_497","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_497","clinics_to_wastewater",25,19,30,"Within 95% CI"
"Tree_498","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_498","clinics_to_wastewater",23,20,30.025,"Within 95% CI"
"Tree_499","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_499","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_500","wastewater_to_clinics",22,20,29.025,"Within 95% CI"
"Tree_500","clinics_to_wastewater",21,20,29.025,"Within 95% CI"
"Tree_501","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_501","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_502","wastewater_to_clinics",25,20,29,"Within 95% CI"
"Tree_502","clinics_to_wastewater",24,20,29,"Within 95% CI"
"Tree_503","wastewater_to_clinics",26,20,29,"Within 95% CI"
"Tree_503","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_504","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_504","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_505","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_505","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_506","wastewater_to_clinics",22,19,30,"Within 95% CI"
"Tree_506","clinics_to_wastewater",21,19,29.025,"Within 95% CI"
"Tree_507","wastewater_to_clinics",24,19,29,"Within 95% CI"
"Tree_507","clinics_to_wastewater",23,19,29,"Within 95% CI"
"Tree_508","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_508","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_509","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_509","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_510","wastewater_to_clinics",21,19.975,29,"Within 95% CI"
"Tree_510","clinics_to_wastewater",20,20,29,"Within 95% CI"
"Tree_511","wastewater_to_clinics",23,20,29.025,"Within 95% CI"
"Tree_511","clinics_to_wastewater",22,20,29,"Within 95% CI"
"Tree_512","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_512","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_513","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_513","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_514","wastewater_to_clinics",29,20,30,"Within 95% CI"
"Tree_514","clinics_to_wastewater",28,20,30,"Within 95% CI"
"Tree_515","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_515","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_516","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_516","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_517","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_517","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_518","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_518","clinics_to_wastewater",25,20.975,30,"Within 95% CI"
"Tree_519","wastewater_to_clinics",24,19.975,30,"Within 95% CI"
"Tree_519","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_520","wastewater_to_clinics",22,19,30,"Within 95% CI"
"Tree_520","clinics_to_wastewater",21,19,30,"Within 95% CI"
"Tree_521","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_521","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_522","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_522","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_523","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_523","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_524","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_524","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_525","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_525","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_526","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_526","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_527","wastewater_to_clinics",24,20,31,"Within 95% CI"
"Tree_527","clinics_to_wastewater",23,20,31,"Within 95% CI"
"Tree_528","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_528","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_529","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_529","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_530","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_530","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_531","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_531","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_532","wastewater_to_clinics",23,19,29,"Within 95% CI"
"Tree_532","clinics_to_wastewater",22,19,29,"Within 95% CI"
"Tree_533","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_533","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_534","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_534","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_535","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_535","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_536","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_536","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_537","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_537","clinics_to_wastewater",26,19.975,30,"Within 95% CI"
"Tree_538","wastewater_to_clinics",24,19,30,"Within 95% CI"
"Tree_538","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_539","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_539","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_540","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_540","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_541","wastewater_to_clinics",30,20,30,"Within 95% CI"
"Tree_541","clinics_to_wastewater",29,20,30,"Within 95% CI"
"Tree_542","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_542","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_543","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_543","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_544","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_544","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_545","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_545","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_546","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_546","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_547","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_547","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_548","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_548","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_549","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_549","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_550","wastewater_to_clinics",24,20,30.025,"Within 95% CI"
"Tree_550","clinics_to_wastewater",23,20,30.025,"Within 95% CI"
"Tree_551","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_551","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_552","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_552","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_553","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_553","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_554","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_554","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_555","wastewater_to_clinics",22,20,29,"Within 95% CI"
"Tree_555","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_556","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_556","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_557","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_557","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_558","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_558","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_559","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_559","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_560","wastewater_to_clinics",22,19,30,"Within 95% CI"
"Tree_560","clinics_to_wastewater",21,19,30,"Within 95% CI"
"Tree_561","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_561","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_562","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_562","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_563","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_563","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_564","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_564","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_565","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_565","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_566","wastewater_to_clinics",23,20.975,30,"Within 95% CI"
"Tree_566","clinics_to_wastewater",22,21,30,"Within 95% CI"
"Tree_567","wastewater_to_clinics",26,20,29,"Within 95% CI"
"Tree_567","clinics_to_wastewater",25,19,29,"Within 95% CI"
"Tree_568","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_568","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_569","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_569","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_570","wastewater_to_clinics",24,19,29,"Within 95% CI"
"Tree_570","clinics_to_wastewater",23,19,29,"Within 95% CI"
"Tree_571","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_571","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_572","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_572","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_573","wastewater_to_clinics",21,19,29,"Within 95% CI"
"Tree_573","clinics_to_wastewater",20,19,30,"Within 95% CI"
"Tree_574","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_574","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_575","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_575","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_576","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_576","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_577","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_577","clinics_to_wastewater",22,19,30,"Within 95% CI"
"Tree_578","wastewater_to_clinics",24,20,29,"Within 95% CI"
"Tree_578","clinics_to_wastewater",23,20,29,"Within 95% CI"
"Tree_579","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_579","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_580","wastewater_to_clinics",21,20,29,"Within 95% CI"
"Tree_580","clinics_to_wastewater",20,20,30,"Within 95% CI"
"Tree_581","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_581","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_582","wastewater_to_clinics",28,19.975,29,"Within 95% CI"
"Tree_582","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_583","wastewater_to_clinics",25,19,30,"Within 95% CI"
"Tree_583","clinics_to_wastewater",24,19,30,"Within 95% CI"
"Tree_584","wastewater_to_clinics",25,20,30.025,"Within 95% CI"
"Tree_584","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_585","wastewater_to_clinics",26,19,30,"Within 95% CI"
"Tree_585","clinics_to_wastewater",25,19.975,30,"Within 95% CI"
"Tree_586","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_586","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_587","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_587","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_588","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_588","clinics_to_wastewater",21,20,31,"Within 95% CI"
"Tree_589","wastewater_to_clinics",24,21,30,"Within 95% CI"
"Tree_589","clinics_to_wastewater",23,21,30,"Within 95% CI"
"Tree_590","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_590","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_591","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_591","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_592","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_592","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_593","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_593","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_594","wastewater_to_clinics",25,19,29,"Within 95% CI"
"Tree_594","clinics_to_wastewater",24,19,29,"Within 95% CI"
"Tree_595","wastewater_to_clinics",24,19.975,30,"Within 95% CI"
"Tree_595","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_596","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_596","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_597","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_597","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_598","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_598","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_599","wastewater_to_clinics",23,20,30,"Within 95% CI"
"Tree_599","clinics_to_wastewater",22,20,30,"Within 95% CI"
"Tree_600","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_600","clinics_to_wastewater",24,20,31,"Within 95% CI"
"Tree_601","wastewater_to_clinics",23,19.975,30,"Within 95% CI"
"Tree_601","clinics_to_wastewater",22,19,30,"Within 95% CI"
"Tree_602","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_602","clinics_to_wastewater",23,19,30,"Within 95% CI"
"Tree_603","wastewater_to_clinics",25,19,29,"Within 95% CI"
"Tree_603","clinics_to_wastewater",24,19,29,"Within 95% CI"
"Tree_604","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_604","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_605","wastewater_to_clinics",22,20,30,"Within 95% CI"
"Tree_605","clinics_to_wastewater",21,20,30,"Within 95% CI"
"Tree_606","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_606","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_607","wastewater_to_clinics",24,20,30,"Within 95% CI"
"Tree_607","clinics_to_wastewater",23,20,30,"Within 95% CI"
"Tree_608","wastewater_to_clinics",27,20,30,"Within 95% CI"
"Tree_608","clinics_to_wastewater",26,20,30,"Within 95% CI"
"Tree_609","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_609","clinics_to_wastewater",24,20,30,"Within 95% CI"
"Tree_610","wastewater_to_clinics",28,20,30,"Within 95% CI"
"Tree_610","clinics_to_wastewater",27,20,30,"Within 95% CI"
"Tree_611","wastewater_to_clinics",26,20,30,"Within 95% CI"
"Tree_611","clinics_to_wastewater",25,20,30,"Within 95% CI"
"Tree_612","wastewater_to_clinics",25,20,30,"Within 95% CI"
"Tree_612","clinics_to_wastewater",24,19.975,30,"Within 95% CI"
